,Unnamed: 0,index,NewsId,Ticker,NewsTitle,NewsFullContent,PublicDate,OrganCode
359520,359520,359655,2330217,FPT,"FPT báo lãi ròng 8 tháng đạt 1.547 tỷ đồng, tăng 19%","Kết thúc 8 tháng đầu năm 2018, doanh thu và lợi nhuận trước thuế (LNTT) của Công ty cổ phần FPT - (FPT) lần lượt đạt 14.061 tỷ đồng và 2.340 tỷ đồng, tăng 19% và 32% so với cùng kỳ trong điều kiện so sánh tương đương (năm 2017 hợp nhất kết quả kinh doanh của FPT Retail và Synnex FPT theo phương pháp vốn chủ sở hữu đối với công ty liên kết).Trong điều kiện so sánh với số liệu thực tế cùng kỳ năm 2017, doanh thu giảm 49%, đạt 105% kế hoạch và LNTT tăng 17%, đạt 113% kế hoạch lũy kế.Lợi nhuận sau thuế đạt 1.964 tỷ đồng, tăng 16% so với cùng kỳ năm trước. Lợi nhuận sau thuế của cổ đông công ty mẹ đạt 1.547 tỷ đồng, tăng 19% và lãi cơ bản trên cổ phiếu (EPS) đạt 2.526 đồng, tăng 18%. Tỷ suất lợi nhuận đạt 16,6%, bằng 2,3 lần cùng kỳ.Kết quả hoạt động các khối kinh doanhDoanh thu khối công nghệ và viễn thông đóng góp 94% tổng doanh thu của toàn tập đoàn. Khối công nghệ ghi nhận doanh thu và LNTT đạt lần lượt 7.570 tỷ đồng và 863 tỷ đồng, tăng tương ứng 21% và 31% so với cùng kỳ. Trong đó, lĩnh vực xuất khẩu phần mềm ghi nhận doanh thu đạt 5.044 tỷ đồng, tăng 33%; lợi nhuận trước thuế đạt 773 tỷ đồng, tăng 30%. Doanh thu tại các thị trường đều có mức tăng trưởng tốt, trên 23% so với cùng kỳ.Khối viễn thông ghi nhận doanh thu tăng 16%, đạt 5.691 tỷ đồng, trong khi đó LNTT đạt 994 tỷ đồng, tăng 19%.Lợi nhuận từ thị trường nước ngoài tăng 36%Toàn cầu hóa tiếp tục là động lực tăng trưởng quan trọng của FPT. Sau 8 tháng đầu năm, thị trường nước ngoài của FPT ghi nhận 5.482 tỷ đồng doanh thu, tăng 30% và LNTT 860 tỷ đồng, tăng 36%. Tỷ trọng doanh thu thị trường nước ngoài tăng từ mức 15% trong 8 tháng đầu năm 2017 lên mức 39% trong năm 2018.",2018-09-13 08:41:48.000,FPT
359596,359596,359731,2340293,FPT,FPT:  Kết quả kinh doanh 8 tháng năm 2018,Cng ty Cổ phần FPT cng bố kết quả kinh doanh 8 thng năm 2018như sau:          Tài liệu đính kèm                   20180913_20180913--FPT--Ket-qua-kinh-doanh-8-thang-2018.pdf     ,2018-09-13 15:47:00.000,FPT
364011,364011,364146,2484623,FPT,FPT:  Thông báo kết quả kinh doanh 9 tháng năm 2018,Cng ty Cổ phần FPTthng bo kết quả kinh doanh 9 thng năm 2018 như sau:          Tài liệu đính kèm                   attachment-filenameUTF820181018_201810182020FPT2020KE1BABFt20quE1BAA320kinh20doanh20920thC3A1ng20nC483m202018.pdf     ,2018-10-18 13:51:00.000,FPT
364017,364017,364152,2484630,FPT,"FPT lãi 2.738 tỷ đồng sau 9 tháng, tăng 19% so với cùng kỳ","Kết thúc quý 3 năm 2018, doanh thu và lợi nhuận trước thuế (LNTT) của FPT lần lượt đạt 16.261 tỷ đồng và 2.738 tỷ đồng, tăng 21% và 33% so với cùng kỳ trong điều kiện so sánh tương đương (Năm 2017 hợp nhất kết quả kinh doanh của FPT Retail và Synnex FPT theo phương pháp vốn chủ sở hữu đối với công ty liên kết).Trong điều kiện so sánh với số liệu thực tế cùng kỳ năm 2017 (Năm 2017 hợp nhất toàn bộ kết quả kinh doanh của FPT Retail và Synnex FPT), doanh thu FPT giảm 48% và LNTT tăng 19%.Lợi nhuận sau thuế FPT đạt 2.302 tỷ đồng, tăng 18% so với cùng kỳ. Lợi nhuận sau thuế của cổ đông công ty mẹ đạt 1.828 tỷ đồng, tăng 21%.Kết quả hoạt động các khối kinh doanhDoanh thu khối Công nghệ và Viễn thông đóng góp 94% tổng doanh thu của FPT. Cụ thể:Khối Công nghệ ghi nhận doanh thu và LNTT đạt lần lượt 8.835 tỷ đồng và 1.037 tỷ đồng, tăng tương ứng 24% và 37% so với cùng kỳ, tương đương 108% và 110% kế hoạch lũy kế. Trong đó, lĩnh vực Xuất khẩu phần mềm ghi nhận doanh thu đạt 5.903 tỷ đồng, tăng 35%; lợi nhuận trước thuế đạt 930 tỷ đồng, tăng 34%. Doanh thu tại các thị trường đều có mức tăng trưởng tốt, trên 26% so với cùng kỳ.Khối Viễn thông ghi nhận 6.485 tỷ đồng doanh thu, đạt kế hoạch lũy kế, tăng 16%, trong khi đó LNTT đạt 1.124 tỷ đồng, tương đương 106% kế hoạch lũy kế, tăng 20%.Đối với lĩnh vực Giáo dục, tính đến ngày 30/9/2018, tổng số tân học sinh nhập học trên toàn hệ thống giáo dục FPT đạt khoảng 18.700 học sinh, tăng trưởng 50% so với cùng kỳ năm ngoái.Lợi nhuận từ thị trường nước ngoài tăng 40%Toàn cầu hóa tiếp tục là động lực tăng trưởng quan trọng của FPT. Sau 9 tháng đầu năm, thị trường nước ngoài của FPT đạt 6.397 tỷ đồng doanh thu, tăng 31% và 1.040 tỷ đồng LNTT, tăng 40% so với cùng kỳ năm trước. Tỷ trọng doanh thu thị trường nước ngoài tăng từ mức 16% trong 9 tháng đầu năm 2017 lên mức 39% trong năm 2018.Tiếp tục tập trung vào chuyển đổi số, doanh thu dịch vụ này tại thị trường nước ngoài đạt 1.178 tỷ đồng, tăng 40%, chiếm 20% tổng doanh thu xuất khẩu phần mềm. Trong tháng 9, FPT đã ký thỏa thuận hợp tác chiến lược với hai tập đoàn hàng đầu thế giới là Carslberg và Shinhan Bank về cung cấp dịch vụ chuyển đổi số.",2018-10-18 13:56:29.000,FPT
368096,368096,368231,2538685,FPT,"FPT báo lãi 10 tháng đạt 2.659 tỷ, tăng 19% so cùng kỳ","Kết thúc 10 tháng đầu năm, doanh thu và lợi nhuận trước thuế (LNTT) của CTCP FPT (HoSE: FPT) lần lượt đạt 18.367 tỷ đồng và 3.156 tỷ đồng, tương đương 105% và 115% kế hoạch lũy kế, tăng 22% và 34% so với cùng kỳ trong điều kiện so sánh tương đương (năm 2017 hợp nhất kết quả kinh doanh của FPT Retail và Synnex FPT theo phương pháp vốn chủ sở hữu đối với công ty liên kết). Trong điều kiện so sánh với số liệu thực tế cùng kỳ năm 2017, doanh thu giảm 47% và LNTT tăng 19%.Lợi nhuận sau thuế đạt 2.659 tỷ đồng, tăng 19% so với cùng kỳ. Lợi nhuận sau thuế của cổ đông công ty mẹ 2.128 tỷ đồng, tăng 23% và lãi cơ bản trên cổ phiếu (EPS) đạt 3.474 đồng, tăng 23%. Bên cạnh đó, tỷ suất lợi nhuận đạt 17,2%, bằng 2,3 lần cùng kỳ.Doanh thu khối công nghệ và viễn thông đóng góp 94% tổng doanh thu của toàn tập đoàn. Khối công nghệ ghi nhận doanh thu và LNTT đạt lần lượt 10.025 tỷ đồng và 1.219 tỷ đồng, tăng tương ứng 25% và 41% so với cùng kỳ, tương đương 107% và 111% kế hoạch lũy kế. Trong đó, lĩnh vực xuất khẩu phần mềm ghi nhận doanh thu đạt 6.683 tỷ đồng, tăng 35%; lợi nhuận trước thuế đạt 1.061 tỷ đồng, tăng 33%. Doanh thu tại các thị trường đều có mức tăng trưởng tốt, trên 27% so với cùng kỳ.Khối viễn thông ghi nhận 7.263 tỷ đồng doanh thu, đạt kế hoạch lũy kế và tăng 16% so cùng kỳ; LNTT đạt 1.264 tỷ đồng, tương đương 106% kế hoạch lũy kế và tăng 21%.Lợi nhuận từ thị trường nước ngoài tăng 38%Trong 10 tháng đầu năm, thị trường nước ngoài của FPT ghi nhận kết quả tích cực với 7.215 tỷ đồng doanh thu, tăng 32% và 1.175 tỷ đồng LNTT, tăng 38% so với cùng kỳ năm trước. Tỷ trọng doanh thu thị trường nước ngoài tăng từ mức 16% trong 10 tháng năm 2017 lên mức 39% trong 10 tháng năm 2018.",2018-11-13 14:52:56.000,FPT
368140,368140,368275,2538729,FPT,FPT:  Báo cáo kết quả kinh doanh 10 tháng năm 2018,Cng ty Cổ phần FPT bo co kết quả kinh doanh 10 thng năm 2018như sau:          Tài liệu đính kèm                   20181113_20181113--FPT--Ket-qua-kinh-doanh-10-thang-2018.pdf     ,2018-11-13 16:47:00.000,FPT
370710,370710,370846,2601261,FPT,FPT:  Thông báo giao dịch cổ phiếu của tổ chức có liên quan đến Người nội bộ Công ty TNHH MTV Đầu tư SCIC (SIC),Công ty TNHH MTV Đầu tư SCIC (SIC)thông báo giao dịch cổ phiếu của tổ chức có liên quan đến Người nội bộCông ty Cổ phần FPT như sau:Tài liệu đính kèm20181204_20181204--FPT--TB-GD-CP-cua-to-chuc-CLQSIC.pdf,2018-12-04 17:03:00.000,FPT
370949,370949,371085,2601499,FPT,SIC đăng ký bán nửa triệu cổ phiếu FPT,"Công ty TNHH Một thành viên Đầu tư SCIC (SIC) vừa thông báo đăng ký bán 500.000 cổ phiếu Công ty cổ phần FPT (HoSE: FPT) trong thời gian từ 7/12 đến 4/1/2019. Phương thức giao dịch là khớp lệnh hoặc thỏa thuận.Trước giao dịch, SIC đang sở hữu hơn 2 triệu cổ phiếu, tỷ lệ 0,33% vốn FPT. Tuy nhiên, SIC có người nội bộ là ông Lê Song Lai, Thành viên HĐQT của FPT nên thuộc diện phải công bố thông tin. Nếu giao dịch thành công, SIC còn sở hữu hơn 1,5 triệu cp, tỷ lệ 0,24%.Vào tháng 8, SIC cũng bán thành công 216.000 cổ phiếu FPT thông qua phương thức khớp lệnh để giảm tỷ lệ sở hữu xuống như hiện nay.Trên thị trường cổ phiếu FPT đang giao dịch tại mức giá 44.600 đồng/cp (5/12). Tạm tính theo giá này, SIC có thể thu về khoảng 22 tỷ đồng.",2018-12-06 09:08:07.000,FPT
371727,371727,371864,2612265,FPT,FPT vượt kế hoạch lợi nhuận cả năm sau 11 tháng,"Kết thúc 11 tháng đầu năm 2018, doanh thu và lợi nhuận trước thuế của FPT lần lượt đạt 20.487 tỷ đồng và 3.571 tỷ đồng, tương đương 94% và 102% kế hoạch cả năm, tăng 21% và 35% so với cùng kỳ trong điều kiện so sánh tương đương (Năm 2017 hợp nhất kết quả kinh doanh của FPT Retail và Synnex FPT theo phương pháp vốn chủ sở hữu đối với công ty liên kết).Trong điều kiện so sánh với số liệu thực tế cùng kỳ năm 2017 (Năm 2017 hợp nhất toàn bộ kết quả kinh doanh của FPT Retail và Synnex FPT), doanh thu giảm 48% và lợi nhuận trước thuế tăng 19%.Lợi nhuận sau thuế FPT đạt 3.013 tỷ đồng, tăng 20% so với cùng kỳ. Lợi nhuận sau thuế của cổ đông công ty mẹ đạt 2.421 tỷ đồng, tăng 24%.Lợi nhuận khối Công nghệ tăng 44%Doanh thu khối Công nghệ và Viễn thông đóng góp 94% tổng doanh thu của toàn Tập đoàn.Trong đó, khối Công nghệ ghi nhận doanh thu và lợi nhuận trước thuế đạt lần lượt 11.214 tỷ đồng và 1.405 tỷ đồng, tăng tương ứng 25% và 44% so với cùng kỳ, tương đương 106% và 112% kế hoạch lũy kế. Trong Khối công nghệ, lĩnh vực xuất khẩu phần mềm ghi nhận doanh thu 7.468 tỷ đồng, tăng 35%; lợi nhuận trước thuế đạt 1.197 tỷ đồng, tăng 33%. Doanh thu tại các thị trường đều có mức tăng trưởng tốt, trên 27% so với cùng kỳ.Khối Viễn thông ghi nhận 8.062 tỷ đồng doanh thu, đạt kế hoạch lũy kế, tăng 16%, trong khi đó LNTT đạt 1.402 tỷ đồng, tăng 23%, tương đương 104% kế hoạch lũy kế. Trong khối Viễn thông, FPT Online (hoạt động trong lĩnh vực nội dung số), đóng góp 21% LNTT khối viễn thông, tương đương 291 tỷ đồng, tăng 13% so với cùng kỳ. Tỷ suất LNTT được cải thiện đạt 60,3% (11 tháng 2017: 53,2%). Ngày 10/12/2018, tuân thủ các quy định niêm yết đối với công ty đại chúng, FPT Online đã niêm yết 14,08 triệu cổ phiếu trên sàn Upcom.Lợi nhuận từ thị trường nước ngoài tăng 39%Trong 11 tháng đầu năm, thị trường nước ngoài mang về cho FPT 8.059 tỷ đồng doanh thu, tăng 31% và 1.344 tỷ đồng LNTT, tăng 39% so với cùng kỳ năm trước. Tỷ trọng doanh thu thị trường nước ngoài tăng từ mức 16% trong 11 tháng năm 2017 lên mức 39% trong 11 tháng năm 2018.",2018-12-12 16:26:29.000,FPT
371827,371827,371964,2612367,FPT,FPT:  Báo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ SIC,SICbáo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ Công ty Cổ phần FPTnhư sau:Tài liệu đính kèm20181213_20181213--FPT--KQ-GD-CP-cua-to-chuc-CLQSIC.pdf,2018-12-13 14:06:00.000,FPT
371828,371828,371965,2612366,FPT,FPT:  Báo cáo kết quả kinh doanh 11 tháng năm 2018,Cng ty Cổ phần FPTBo co kết quả kinh doanh 11 thng năm 2018 như sau:          Tài liệu đính kèm                   20181213_20181213--FPT--Ket-qua-kinh-doanh-11-thang.pdf     ,2018-12-13 14:07:00.000,FPT
372047,372047,372184,2622572,FPT,FPT:  Thông báo giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ SIC,SICthông báo giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộCông ty Cổ phần FPT như sau:Tài liệu đính kèm20181214_20181214--FPT--TB-GD-CP-cua-to-chuc-CLQSIC.pdf,2018-12-14 17:31:00.000,FPT
373126,373126,373263,2623658,FPT,FPT:  Nghị quyết HĐQT về việc giải thể Công ty TNHH Truyền thông giải trí FPT,Cng ty Cổ phần FPTthng boNghị quyết HĐQT về việc giải thể Cng ty TNHH Truyền thng giải tr FPT như sau:          Tài liệu đính kèm                   20181225_20181225--FPT--NQ-HDQT-vv-giai-the-Cty-TNHH-Truyen-thong-Giai-tri-FPT.pdf     ,2018-12-25 13:29:00.000,FPT
376052,376052,376189,2696520,FPT,FPT:  Báo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ SIC,SICbáo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ Công ty Cổ phần FPTnhư sau:Tài liệu đính kèm20190116_20190116--FPT--KQ-GD-CP-cua-to-chuc-CLQSIC.pdf,2019-01-16 17:45:00.000,FPT
376254,376254,376391,2706724,FPT,FPT:  Thông báo giao dịch cổ phiếu của người nội bộ Nguyễn Khải Hoàn,Nguyễn Khải Honthng bogiao dịch cổ phiếu của người nội bộ Cng ty Cổ phần FPT như sau:          Tài liệu đính kèm                   20190117_20190117--FPT--TB-GD-CP-cua-nguoi-noi-boNguyen-Khai-Hoan.pdf     ,2019-01-17 17:18:00.000,FPT
376965,376965,377102,2727414,FPT,FPT:  Đính chính phương thức giao dịch cổ phiếu của người nội bộ Nguyễn Khải Hoàn,Nguyễn Khải Honthng bo đnh chnh phương thức giao dịch cổ phiếu của người nội bộ Cng ty Cổ phần FPT như sau:          Tài liệu đính kèm                   20190121_20190121--FPT--Dinh-chinh-phuong-thuc-GD-CP-cua-NNBNguyen-Khai-Hoan.pdf     ,2019-01-21 17:24:00.000,FPT
377236,377236,377373,2737673,FPT,FPT:  Thông báo giao dịch cổ phiếu của người có liên quan đến người nội bộ Nguyễn Trường Sơn,Nguyễn Trường Sơnthng bo giao dịch cổ phiếu của người c lin quan đến người nội bộ Cng ty Cổ phần FPTnhư sau:          Tài liệu đính kèm                   20190122_20190122--FPT--TB-GD-CP-cua-nguoi-lien-quanNguyen-Truong-Son.pdf     ,2019-01-22 15:20:00.000,FPT
378119,378119,378256,2758565,FPT,FPT:  Báo cáo kết quả giao dịch cổ phiếu của Người nội bộ Nguyễn Khải Hoàn,Nguyễn Khải Honbo co kết quả giao dịch cổ phiếu của Người nội bộ Cng ty Cổ phần FPT như sau:          Tài liệu đính kèm                   20190125_20190125--FPT--KQ-GD-CP-cua-nguoi-noi-boNguyen-Khai-Hoan.pdf     ,2019-01-25 17:23:00.000,FPT
378438,378438,378575,2768871,FPT,FPT:  Báo cáo kết quả giao dịch cổ phiếu của người có liên quan đến Người nội bộ Nguyễn Trường Sơn,Nguyễn Trường Sơn bo co kết quả giao dịch cổ phiếu của người c lin quan đến Người nội bộ Cng ty Cổ phần FPT như sau:          Tài liệu đính kèm                   20190128_20190128--FPT--KQ-GD-CP-cua-nguoi-lien-quanNguyen-Truong-Son.pdf     ,2019-01-28 16:20:00.000,FPT
379074,379074,379211,2779492,FPT,"FPT:  Nghị quyết HĐQT về việc phê duyệt kết quả kinh doanh năm 2018, kế hoạch kinh doanh năm 2019","Cng ty Cổ phần FPT thng boNghị quyết HĐQT về việc ph duyệt kết quả kinh doanh năm 2018, kế hoạch kinh doanh năm 2019 như sau:          Tài liệu đính kèm                   attachment-filenameUTF820190130_201901302020FPT2020NQ20HC490QT20so2001.01.201920ngay2029.1.2019.pdf     ",2019-01-30 15:43:00.000,FPT
379180,379180,379317,2779614,FPT,FPT:  Báo cáo tình hình quản trị công ty năm 2018,Cng ty Cổ phần FPTcng bốBo co tnh hnh quản trị cng ty năm 2018như sau:          Tài liệu đính kèm                   20190130_20190130--FPT--Bao-cao-quan-tri-2018.pdf     ,2019-01-30 18:03:00.000,FPT
379187,379187,379324,2779623,FPT,FPT:  Thông báo kết quả kinh doanh năm 2018,Cng ty Cổ phần FPTthng bokết quả kinh doanh năm 2018 như sau:          Tài liệu đính kèm                   20190130_20190130--FPT--Ket-qua-kinh-doanh-nam-2018.pdf     ,2019-01-30 18:12:00.000,FPT
379350,379350,379487,2779776,FPT,"Tập trung vào công nghệ, tỷ suất lợi nhuận FPT tăng gần 2 lần","FPT vừa chính thức công bố, kết thúc năm 2018, doanh thu và lợi nhuận trước thuế (LNTT) của FPT lần lượt đạt 23.214 tỷ đồng và 3.852 tỷ đồng, tương đương 106% và 111% kế hoạch cả năm, tăng 17% và 30% so với cùng kỳ trong điều kiện so sánh tương đương (kết quả năm 2017 không gồm lợi nhuận thoái vốn từ FPT Retail và Synnex FPT đồng thời hợp nhất kết quả kinh doanh của hai công ty này theo phương pháp vốn chủ).Còn nếu trong điều kiện so sánh với số liệu thực tế năm 2017 (không thực hiện điều chỉnh), doanh thu giảm 47% và LNTT giảm 9%.Với kết quả này, lợi nhuận sau thuế và lợi nhuận sau thuế của cổ đông công ty mẹ lần lượt đạt 3.228 tỷ đồng và 2.615 tỷ đồng, tăng 30% và 35% nếu so sánh tương đương, giảm 8% và 11% so với số thực tế cùng kỳ. Lãi cơ bản trên cổ phiếu (EPS) đạt 3.897 đồng, tăng 35% nếu so sánh tương đương, giảm 13% so với số thực tế cùng kỳ.Một chỉ số rất đáng chú ý, đó là sau khi FPT thoái bớt vốn tại mảng phân phối và bán lẻ, để tập trung vào lĩnh vực kinh doanh chính là công nghệ, thì tỷ suất lợi nhuận đạt 16,6%, tăng gấp 1,7 lần so với cùng kỳ.Báo cáotài chínhtừ FPT cho thấy, riêng khối công nghệ, năm 2018 lợi nhuận đã tăng 34%. Cụ thể, năm qua, khối công nghệ ghi nhận doanh thu và LNTT lần lượt là 13.395 tỷ đồng và 1.519 tỷ đồng, tăng tương ứng 21% và 34% so với cùng kỳ, tương đương 110% và 104% kế hoạch năm.Trong đó, lĩnh vực xuất khẩu phần mềm ghi nhận doanh thu 8.443 tỷ đồng, tăng 35%; lợi nhuận trước thuế đạt 1.360 tỷ đồng, tăng 27%. Doanh thu xuất khẩu phần mềm tại các thị trường nước ngoài của FPT đều có mức tăng trưởng tốt, trong đó thị trường châu Âu tăng 23%, thị trường Nhật tăng 30% và thị trường Mỹ tăng 55% so với cùng kỳ.Trong khi đó, khối viễn thông đạt 8.831 tỷ đồng doanh thu, tăng 15%, đạt 102% kế hoạch năm, LNTT đạt 1.458 tỷ đồng, tăng 19%, tương đương 105% kế hoạch năm.Trong đó, lĩnh vực dịch vụ viễn thông là động lực tăng trưởng chính, đóng góp 94% doanh thu của toàn khối. Doanh thu và LNTT của mảng này lần lượt đạt 8.293 tỷ đồng và 1.142 tỷ đồng, tăng 16% và tăng 26% so với cùng kỳ, nhờ kết quả kinh doanh tốt và giảm tỷ lệ trích quỹ viễn thông công ích so với năm ngoái theo quy định.Một điểm sáng đáng chú ý khác, đó là bất chấp sự bất ổn củakinh tếthế giới, toàn cầu hóa tiếp tục là động lực tăng trưởng quan trọng của FPT. Năm 2018, thị trường nước ngoài mang về cho FPT 9.097 tỷ đồng doanh thu, tăng 26% và 1.472 tỷ đồng LNTT, tăng 27% so với năm trước. Tỷ trọng doanh thu thị trường nước ngoài trong tổng doanh thu FPT tăng từ 16% năm 2017 lên 39% trong năm 2018.Với chiến lược tập trung vào chuyển đổi số, doanh thu mảng dịch vụ này tại thị trường nước ngoài mang lại 1.679 tỷ đồng cho FPT, tăng 31%, chiếm 20% tổng doanh thu xuất khẩu phần mềm.",2019-01-31 10:36:49.000,FPT
379567,379567,379704,2789986,FPT,FPT:  Thông báo giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ SIC,SICthng bogiao dịch cổ phiếu của tổ chức c lin quan đến người nội bộCng ty Cổ phần FPT nhưsau:          Tài liệu đính kèm                   20190131_20190131--FPT--TB-GD-CP-cua-to-chuc-CLQSIC.pdf     ,2019-01-31 16:49:00.000,FPT
380871,380871,381011,2831290,FPT,FPT:  Thông báo ngày ĐKCC tổ chức ĐHĐCĐ thường niên năm 2019,Sở GDCK TP.HCM thng bongy ĐKCC tổ chức ĐHĐCĐ thường nin năm 2019của Cng ty Cổ phần FPT (m CK: FPT) như sau:          Tài liệu đính kèm                   20190218_20180218--FPT--TB-NDKCC-DHCD-thuong-nien-2019.pdf     ,2019-02-18 16:40:00.000,FPT
380878,380878,381018,2831294,FPT,FPT:  Báo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ SIC,SIC báo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộCông ty Cổ phần FPT như sau:Tài liệu đính kèm20190218_20190218--FPT--KQ-GD-CP-cua-to-chuc-CLQSIC.pdf,2019-02-18 16:45:00.000,FPT
382133,382133,382273,2872535,FPT,FPT:  Thông báo giao dịch cổ phiếu của tổ chức có liên quan đến Người nội bộ Công ty TNHH MTV Đầu tư SCIC (SIC),Công ty TNHH MTV Đầu tư SCIC (SIC)thông báo giao dịch cổ phiếu của tổ chức có liên quan đến Người nội bộ Công ty Cổ phần FPT như sau:Tài liệu đính kèm20190226_20190226--FPT--TB-GD-CP-cua-to-chuc-CLQSIC.pdf,2019-02-26 16:58:00.000,FPT
383907,383907,384047,2894306,FPT,FPT:  Giải trình biến động KQKD năm 2018 so với cùng kỳ năm trước,Cng ty Cổ phần FPT giải trnh biến động KQKD năm 2018 so với cng kỳ năm trước như sau:          Tài liệu đính kèm                   20190307_20190306--FPT--Giai-trinh-chenh-lech-KQKD-2018-so-voi-2017.pdf     ,2019-03-07 17:14:00.000,FPT
